,projectID,title,category,coordinator_name,coordinator_country,coordinator_activity_type,status,totalCostProj,project_start_year,project_end_year,opportunity_tier_cordis
7513,101064524,Characterization of multi-species bacterial interactions underlying the beneficial symbiosis of a Mediterranean squid.,Genomics / Molecular Biology,SORBONNE UNIVERSITE,France,HES,CLOSED,0.0,2022,2024,Not applicable
7514,101063271,Friends with benefits – the role of endophytic bacteria in legume nodules containing nitrogen-fixing rhizobia,Genomics / Molecular Biology,UNIVERSITAT WIEN,Austria,HES,SIGNED,0.0,2023,2025,Not applicable
7515,101042103,Dissecting the role of sperm transcriptome dynamics in intergenerational inheritance through native RNA nanopore sequencing,Genomics / Molecular Biology,FUNDACIO CENTRE DE REGULACIO GENOMICA,Spain,REC,SIGNED,1499428.0,2022,2027,High
7516,101046946,On-Demand Bioresorbable OptoElectronic System for In-Vivo and In-Situ Monitoring of Chemotherapeutic Drugs,Diagnostics / Biomarkers,UNIVERSITA DI PISA,Italy,HES,SIGNED,2606250.0,2022,2025,Not applicable
7517,101055327,Understanding the evolution of continuous genomes,Genomics / Molecular Biology,INSTITUTE OF SCIENCE AND TECHNOLOGY AUSTRIA,Austria,HES,SIGNED,2499851.0,2022,2027,High
7518,101057127,Mapping the Evidence for the WHO Classification of Tumours: a Living Evidence Gap Map by Tumour Type.,Diagnostics / Biomarkers,CENTRE INTERNATIONAL DE RECHERCHE SUR LE CANCER,France,REC,SIGNED,2768241.25,2022,2026,Medium
7519,101059924,"Improved control of priority animal diseases: Novel vaccines and companion diagnostic tests for African horse sickness, peste des petits ruminants and foot-and-mouth disease",Diagnostics / Biomarkers,FRIEDRICH LOEFFLER INSTITUT - BUNDESFORSCHUNGSINSTITUT FUER TIERGESUNDHEIT,Germany,REC,SIGNED,5204351.0,2022,2026,Medium
7520,101061988,Multi-modal characterization of the subcortical involvement in focal epilepsy,Diagnostics / Biomarkers,UNIVERSITE D'AIX MARSEILLE,France,HES,SIGNED,0.0,2023,2024,Not applicable
7521,101062450,Dynamics of communities and Evolution of Antibiotic Resistance in Wastewater,Genomics / Molecular Biology,FUNDACIO INSTITUT CATALA DE RECERCA DE L'AIGUA,Spain,REC,CLOSED,0.0,2022,2024,Not applicable
7522,101062977,Metabolomics InveStigation of cyStic fIbrosis pulmOnary exacerbatioNs,Proteomics / Multi-omics,UNIVERSITE GRENOBLE ALPES,France,HES,TERMINATED,0.0,2023,2025,Not applicable
7523,101064083,Deep Reinforcement Learning-Based Battery Management System for Electric Vehicles,Digital Health / Bioinformatics,AALBORG UNIVERSITET,Denmark,HES,SIGNED,0.0,2023,2025,Not applicable
7524,101064443,Curved Optoelectronic System to Monitor Ocular Signals,Oncology,FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA,Italy,REC,CLOSED,0.0,2022,2024,Not applicable
7525,101063725,Revealing the BActerial Response to Temperature and Antibiotics Stress via multiscale imaging,Cell / Advanced Therapies,ECOLE POLYTECHNIQUE,France,HES,CLOSED,0.0,2022,2024,Not applicable
7526,101064341,"Targeting the interrelation between microglia, neurons, and astrocytes to counteract tau-mediated synaptic impairments and neurodegeneration in AD.",Diagnostics / Biomarkers,UNIVERSITE D'AIX MARSEILLE,France,HES,TERMINATED,0.0,2022,2024,Not applicable
7527,101065432,Impact of Reactive Oxygen Species produced by their sand fly vector on Leishmania sexual hybrid formation,Diagnostics / Biomarkers,INSTITUT PASTEUR,France,REC,CLOSED,0.0,2022,2024,Not applicable
7528,101066146,Molecular mechanisms underlying Zika virus transmission by Aedes aegypti mosquitoes,Proteomics / Multi-omics,INSTITUT PASTEUR,France,REC,SIGNED,0.0,2023,2025,Not applicable
7529,101066936,Data-Driven Agent-Based Models of Investors with Machine Learning,Digital Health / Bioinformatics,TAMPEREEN KORKEAKOULUSAATIO SR,Finland,HES,SIGNED,0.0,2023,2025,Not applicable
7530,101066680,(Re)Connecting Maritime Ecosystems: Geospatial Mapping of the ‘Spaces of Flows’ in Port-City Regions,Digital Health / Bioinformatics,TECHNISCHE UNIVERSITEIT DELFT,Netherlands,HES,SIGNED,0.0,2022,2024,Not applicable
7531,101067194,Investigating the genome and transcriptome dynamics of early interspecific hybridization,Genomics / Molecular Biology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,0.0,2023,2026,Medium
7532,101068212,Identification and characterization of long non-coding RNAs as drivers of stemness in hematopoietic stem cells and leukemia.,Genomics / Molecular Biology,FUNDACIO INSTITUT DE RECERCA CONTRA LA LEUCEMIA JOSEP CARRERAS,Spain,REC,CLOSED,0.0,2023,2024,Not applicable
7533,101069949,Advancing Reaction Platforms for Drug Discovery,Pharma / Biotech,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,Spain,HES,SIGNED,0.0,2023,2027,Small
7534,101070740,FINE-TUNING T CELL NETWORKS OF EXHAUSTION BY SYNTHETIC SENSORS,Genomics / Molecular Biology,STIFTUNG LEIBNIZ-INSTITUT FUR IMMUNTHERAPIE,Germany,REC,SIGNED,4387825.75,2022,2027,High
7535,101071040,Transforming brain surgery by advancing functional-guided neuronavigational imaging,Diagnostics / Biomarkers,UNIVERSITA DEGLI STUDI DI FIRENZE,Italy,HES,SIGNED,3548325.0,2022,2027,High
7536,101072779,ENabling sustainable COmbustion technologies using hybrid physics-based Data-driven modelING,Digital Health / Bioinformatics,UNIVERSITE LIBRE DE BRUXELLES,Belgium,HES,SIGNED,0.0,2023,2026,Small
7537,101073316,Targeting RNA as an approach for treating retinal disease,Genomics / Molecular Biology,FUNDACION UNIVERSIDAD CATOLICA DE VALENCIA SAN VICENTE MARTIR,Spain,HES,SIGNED,0.0,2023,2027,High
7538,101072930,Training Alliance for Computational Systems chemistry,Pharma / Biotech,SYDDANSK UNIVERSITET,Denmark,HES,SIGNED,0.0,2023,2027,Small
7539,101078991,BOOSting excellence in environmental EPIgenetics,Genomics / Molecular Biology,UNIVERSIDADE DE AVEIRO,Portugal,HES,SIGNED,1499016.25,2022,2026,Medium
7540,101079181,Standardized Approaches to Modelling and Examination of Neuropsychiatric Disorders,Pharma / Biotech,SIEC BADAWCZA LUKASIEWICZ - PORT POLSKI OSRODEK ROZWOJU TECHNOLOGII,Poland,REC,SIGNED,1500000.0,2022,2025,Not applicable
7541,101079183,BioMedAI TWINNING,Diagnostics / Biomarkers,Masarykova univerzita,Czechia,HES,SIGNED,1495575.0,2022,2025,Not applicable
7542,101079473,Organ-on-a-Chip Focused Strategic Partnership,MedTech / Medical Device,ODTU MEMS MERKEZI,Türkiye,REC,SIGNED,1492927.5,2022,2025,Not applicable
7543,101081171,Fast & automated droplet tracking tool for microfluidics,MedTech / Medical Device,FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA,Italy,REC,CLOSED,0.0,2022,2024,Not applicable
7544,101082096,Transforming bone cancer therapy with composite biomaterials encapsulating plasma-generated RONS,Oncology,UNIVERSITAT POLITECNICA DE CATALUNYA,Spain,HES,CLOSED,0.0,2022,2024,Not applicable
7545,101082198,Novel engineered cytokines for human therapy,Oncology,FUNDACIO CENTRE DE REGULACIO GENOMICA,Spain,REC,CLOSED,0.0,2022,2024,Not applicable
7546,101082238,"Reversing the advantage of cancers with Hypoxia and Homologous Recombination Defect (HRD) by using a pan-cancer, composite, lesions-specific biomarker",Genomics / Molecular Biology,UNIVERSITEIT MAASTRICHT,Netherlands,HES,CLOSED,0.0,2022,2024,Not applicable
7547,101082277,Transient inactivation of hypothalamic hormone release to prevent post-traumatic stress sensitization,Proteomics / Multi-omics,MEDIZINISCHE UNIVERSITAET WIEN,Austria,HES,CLOSED,0.0,2022,2024,Not applicable
7548,101082300,Precision tissue biobanking made easy,Diagnostics / Biomarkers,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,Norway,HES,CLOSED,0.0,2023,2024,Not applicable
7549,190121972,Next-generation surgical robotics to set a new standard of care in orthopaedic surgery,Digital Health / Bioinformatics,GANYMED ROBOTICS,France,PRC,CLOSED,3551422.5,2022,2023,Not applicable
7550,190185443,Prostate cancer diagnostics using a non-invasive test based on innovative glycan-based scanning,Diagnostics / Biomarkers,GLYCANOSTICS SRO,Slovakia,PRC,CLOSED,2839125.0,2021,2024,Not applicable
7551,101062468,Role of mitochondria in mediating evolutionary rescue by anthropogenic pollutants in an invasive crab,Genomics / Molecular Biology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,0.0,2023,2026,Medium
7552,101064084,Selenium Containing Rupturing Dendritic Prodrugs for Therapeutic Applications,Oncology,KUNGLIGA TEKNISKA HOEGSKOLAN,Sweden,HES,TERMINATED,0.0,2023,2025,Not applicable
7553,101065013,Role of the SIRT7-NPM-c-Myc pathway in lung cancer,Oncology,FUNDACIO INSTITUT DE RECERCA CONTRA LA LEUCEMIA JOSEP CARRERAS,Spain,REC,SIGNED,0.0,2023,2025,Not applicable
7554,101064872,Discovering how bioactive compounds from seaweed kill parasitic worms,Genomics / Molecular Biology,KOBENHAVNS UNIVERSITET,Denmark,HES,CLOSED,0.0,2023,2025,Not applicable
7555,101066563,Molecular Drivers of the InteractionS between marine algicidal KORdia and DIAtoms: from coexistence to algal lysis.,Genomics / Molecular Biology,SORBONNE UNIVERSITE,France,HES,SIGNED,0.0,2022,2024,Not applicable
7556,101065909,Whole brain visualisation of the neuroinflammatory response during acute neurotropic flavivirus infection and its implications for virus-induced neurodegeneration,Diagnostics / Biomarkers,UMEA UNIVERSITET,Sweden,HES,SIGNED,0.0,2023,2024,Not applicable
7557,101057510,DEVELOPMENT OF NOVEL ASSESSMENTS FOR INDOOR AIR QUALITY MONITORING AND IMPACT ON CHILDREN'S HEALTH,Diagnostics / Biomarkers,INTERNATIONAL IBERIAN NANOTECHNOLOGY LABORATORY,Portugal,REC,SIGNED,7550976.25,2022,2026,Medium
7558,101066815,Accelerated Seaweed Production for Innovative and Robust seaweed aquaculture in Europe,Genomics / Molecular Biology,UNIVERSITY OF GALWAY,Ireland,HES,CLOSED,0.0,2022,2024,Not applicable
7559,101066799,Primordial Germ Cells Environmentally-driven fate in Zebrafish,Genomics / Molecular Biology,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,Spain,REC,TERMINATED,0.0,2023,2025,Not applicable
7560,101066638,Resource rEcovery FRom novel Assisted MEtabolism,Pharma / Biotech,UNIVERSITA DEGLI STUDI DI VERONA,Italy,HES,SIGNED,0.0,2023,2026,Small
7561,101067877,Understanding the autophagy-linked disorder BPAN: an integrated approach for studying developmental basis of neurodegenerative diseases,Diagnostics / Biomarkers,ECOLE NORMALE SUPERIEURE DE LYON,France,HES,CLOSED,0.0,2022,2024,Not applicable
7562,101069021,Optimization of fast-ion confinement against edge instabilities for future fusion reactors,Diagnostics / Biomarkers,UNIVERSIDAD DE SEVILLA,Spain,HES,SIGNED,0.0,2022,2024,Not applicable
7563,101069035,Understanding individual heterogeneity in ageing from stochastic dynamics of sigma factor regulatory network in bacteria,MedTech / Medical Device,FREIE UNIVERSITAET BERLIN,Germany,HES,SIGNED,0.0,2022,2024,Not applicable
7564,101069535,Federated Data Sharing and Analysis for Social Utility,Diagnostics / Biomarkers,TAMPEREEN KORKEAKOULUSAATIO SR,Finland,HES,SIGNED,4015550.0,2022,2025,Not applicable
7565,101079256,Towards new treatments of psychiatric disorders - a systems-oriented approach,Genomics / Molecular Biology,INSTYTUT FARMAKOLOGII IM. JERZEGO MAJA POLSKIEJ AKADEMII NAUK,Poland,REC,SIGNED,1339205.0,2022,2026,Medium
7566,101042625,Anosognosia and delusions in the diseased brain,Diagnostics / Biomarkers,UNIVERSITA DEGLI STUDI DI MODENA E REGGIO EMILIA,Italy,HES,SIGNED,1213888.0,2022,2027,High
7567,101043403,"Identification of novel diagnostic, predictive and therapeutic strategies in chronic kidney disease",Genomics / Molecular Biology,UNIVERSITAETSKLINIKUM AACHEN,Germany,HES,SIGNED,1999063.0,2022,2027,High
7568,101042642,Alternative gene ends: the crosstalk of RNA cleavage and transcription termination,Genomics / Molecular Biology,UNIWERSYTET IM. ADAMA MICKIEWICZA WPOZNANIU,Poland,HES,SIGNED,1493850.0,2022,2027,High
7569,101041975,Vibrational Micro-robots in Viscoelastic Biological Tissues,Oncology,DEUTSCHES KREBSFORSCHUNGSZENTRUM HEIDELBERG,Germany,REC,SIGNED,1499728.0,2023,2027,Small
7570,101041399,Artificial intelligence for synthetic functional genomics of blood,Cell / Advanced Therapies,FUNDACIO CENTRE DE REGULACIO GENOMICA,Spain,REC,SIGNED,1499653.0,2022,2027,Small
7571,101040726,Decoding diabetic kidney disease,Cell / Advanced Therapies,UNIVERSITAETSKLINIKUM AACHEN,Germany,HES,SIGNED,1783319.0,2022,2027,Small
7572,101040996,B Cell Engineering and Tertiary Lymphoid Structure Induction via Biomaterials for Cancer Immunotherapy,Oncology,UNIVERSITAETSKLINIKUM AACHEN,Germany,HES,SIGNED,1488762.5,2022,2027,Small
7573,101040035,Programmable Nanomatter,Genomics / Molecular Biology,TECHNISCHE UNIVERSITAET MUENCHEN,Germany,HES,SIGNED,1499153.0,2023,2027,High
7574,101039531,The biology of syncytial cells: Dissecting the mechanisms and functions of nuclear differentiation inside skeletal muscle syncytium,Genomics / Molecular Biology,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE,France,REC,SIGNED,1500000.0,2022,2027,High
7575,101066882,Investigation on the vaccination potential of IL4i1 deficient dendritic cells in Chronic lymphocytic leukemia,Oncology,DEUTSCHES KREBSFORSCHUNGSZENTRUM HEIDELBERG,Germany,REC,SIGNED,0.0,2022,2024,Not applicable
7576,101066678,Molecular circuits of sex dimorphism in cardiometabolic traits and risk factors,Pharma / Biotech,CONSIGLIO NAZIONALE DELLE RICERCHE,Italy,REC,SIGNED,0.0,2023,2025,Not applicable
7577,101066734,"Regulating RNAPII levels: gaining insight into the translation, assembly and transport of RNAPII subunits.",Genomics / Molecular Biology,KOBENHAVNS UNIVERSITET,Denmark,HES,SIGNED,0.0,2023,2025,Not applicable
7578,101066639,X-Ray Fluorescence Imaging of Metal Complexes in Hypoxic Tumor Spheroids,Oncology,RUHR-UNIVERSITAET BOCHUM,Germany,HES,SIGNED,0.0,2023,2025,Not applicable
7579,101066452,The role of miRNAs in the regulation of the generation and maintenance of skin resident memory T cells,Genomics / Molecular Biology,KOBENHAVNS UNIVERSITET,Denmark,HES,SIGNED,0.0,2023,2026,Medium
7580,101066495,Deciphering the melanoma-niche cell interplay to identify novel treatments for metastatic melanoma,Oncology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,0.0,2023,2025,Not applicable
7581,101066416,Contribution of tRNA fragments in the ETiopathogenesis of Huntington's Disease (tR-GET HD),Genomics / Molecular Biology,UNIVERSITAT DE BARCELONA,Spain,HES,SIGNED,0.0,2022,2025,Not applicable
7582,101066400,Harnessing the Sun: Structural elucidation of the photoprotective Photosystem II interactome,Proteomics / Multi-omics,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,France,REC,CLOSED,0.0,2022,2024,Not applicable
7583,101066127,chelOMICS: Application of multi-OMICS approaches to provide a holistic understanding of siderophore mediated host-pathogen interactions and new diagnostic options for aquaculture fish infections,Genomics / Molecular Biology,UNIVERSIDADE DA CORUNA,Spain,HES,SIGNED,0.0,2022,2024,Not applicable
7584,101066116,Ship Clones: Characterization and search for biomarker of marine transmissible cancers,Proteomics / Multi-omics,UNIVERSIDADE DE AVEIRO,Portugal,HES,SIGNED,0.0,2022,2024,Not applicable
7585,101065980,Intramolecular optical microscopy with sub-nm spatial resolution in single biomolecules and single-protein sequencing,Genomics / Molecular Biology,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,Germany,REC,SIGNED,0.0,2023,2024,Not applicable
7586,101065928,Novel biomarkers of pollution in avian models: Paternally-transmitted Epigenetic Alterations in Response to heavy metaL exposure,Diagnostics / Biomarkers,JYVASKYLAN YLIOPISTO,Finland,HES,SIGNED,0.0,2023,2025,Not applicable
7587,101065828,Charting the evolution of protein-protein interaction networks shaping plant metabolic adaptation to land,Proteomics / Multi-omics,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,0.0,2023,2025,Not applicable
7588,101065757,Parallel epigenomic and apoptotic profiling to identify targetable sensitivities in Multiple Myeloma,Oncology,ROYAL COLLEGE OF SURGEONS IN IRELAND,Ireland,HES,TERMINATED,0.0,2022,2024,Not applicable
7589,101065618,Unraveling the natural complexity of protein secretion to optimise novel robust yeast strains,Automation,VIB VZW,Belgium,REC,SIGNED,0.0,2022,2024,Not applicable
7590,101065524,contINuous deCentralized lEarNing of ioT devIces' behaVioural profilEs,Digital Health / Bioinformatics,UNIVERSIDAD DE MURCIA,Spain,HES,SIGNED,0.0,2023,2025,Not applicable
7591,101065389,"Paramagnetic, fluorinated and water-soluble metal complexes for 19F MRI",Oncology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,0.0,2022,2024,Not applicable
7592,101065387,The pharmaco-microbiomics of depression,Proteomics / Multi-omics,JOHANN WOLFGANG GOETHE-UNIVERSITAET FRANKFURT AM MAIN,Germany,HES,SIGNED,0.0,2023,2026,Medium
7593,101065325,"A deep learning-derived, shear wave elastography biomarker for cancer therapy prediction",Diagnostics / Biomarkers,UNIVERSITY OF CYPRUS,Cyprus,HES,CLOSED,0.0,2023,2025,Not applicable
7594,101065328,Generation of cartilage-free kidney organoids: a small molecule strategy,Cell / Advanced Therapies,UNIVERSITEIT MAASTRICHT,Netherlands,HES,CLOSED,0.0,2022,2024,Not applicable
7595,101065126,Deciphering the role of host immunity in development of herpes virus meningitis,Genomics / Molecular Biology,AARHUS UNIVERSITET,Denmark,HES,SIGNED,0.0,2023,2024,Not applicable
7596,101065079,Selective Plasmonic Sensors based on Quantum Electron Transfer,Diagnostics / Biomarkers,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,Spain,HES,TERMINATED,0.0,2022,2024,Not applicable
7597,101064817,Engineered Exosomes for Stimuli-responsive Image-guided Drug delivery for Cancer Theranostic applications.,Oncology,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,Spain,HES,CLOSED,0.0,2023,2025,Not applicable
7598,101064805,Landslide and avalanchE Mechanics with Multiphysical datA,Digital Health / Bioinformatics,INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET AUTOMATIQUE,France,REC,SIGNED,0.0,2022,2024,Not applicable
7599,101064640,Boosting the surface quality and geometric accuracy in laser additive manufacturing via a novel data-driven control system design,Digital Health / Bioinformatics,UNIVERSITE DU LUXEMBOURG,Luxembourg,HES,CLOSED,0.0,2022,2024,Not applicable
7600,101064606,Enzymatic cascade biotransformations in digitally manufactured continuous-flow bioreactors,Pharma / Biotech,UNIVERSITAT JAUME I DE CASTELLON,Spain,HES,SIGNED,0.0,2023,2025,Not applicable
7601,101064544,Virus-host interactions in the Baltic Sea,Genomics / Molecular Biology,KUNGLIGA TEKNISKA HOEGSKOLAN,Sweden,HES,SIGNED,0.0,2022,2024,Not applicable
7602,101064526,Sugarcoating matters: Deciphering the effects of aberrant receptor N-glycosylation on oncogenesis and drug resistance in acute myeloid leukemia,Genomics / Molecular Biology,STICHTING RADBOUD UNIVERSITAIR MEDISCH CENTRUM,Netherlands,HES,CLOSED,0.0,2023,2025,Not applicable
7603,101064476,MIcrobially MEdiated Particulate Organic Carbon flux,Genomics / Molecular Biology,UNIVERSITAT WIEN,Austria,HES,SIGNED,0.0,2023,2025,Not applicable
7604,101064461,Framework Editing of Macrocycles Through Catalytic Olefin Metathesis,Pharma / Biotech,UNIVERSITE DE STRASBOURG,France,HES,SIGNED,0.0,2023,2025,Not applicable
7605,101064457,Broadening the coverage of metabolites in faeces through advanced analytical strategies,Automation,FUNDACION UNIVERSITARIA SAN PABLO-CEU,Spain,HES,CLOSED,0.0,2023,2024,Not applicable
7606,101064343,miRNA regulation of developmental sodium channel isoform transition and its implications for Dravet syndrome,Genomics / Molecular Biology,ROYAL COLLEGE OF SURGEONS IN IRELAND,Ireland,HES,CLOSED,0.0,2022,2024,Not applicable
7607,101064175,N6 - methyladenosine RNA modification in acute coronary syndrome,Genomics / Molecular Biology,LUXEMBOURG INSTITUTE OF HEALTH,Luxembourg,REC,SIGNED,0.0,2023,2025,Not applicable
7608,101063732,Decoding calcium pathway activated by plant intracellular immune receptors,Genomics / Molecular Biology,UNIVERSITEIT LEIDEN,Netherlands,HES,CLOSED,0.0,2023,2025,Not applicable
7609,101043656,"3D-assembly of interactive microgels to grow in vitro vascularized, structured, and beating human cardiac tissues in high-throughput",Cell / Advanced Therapies,DWI LEIBNIZ-INSTITUT FUR INTERAKTIVE MATERIALIEN EV,Germany,REC,SIGNED,2969219.0,2022,2029,Small
7610,101063613,Dual-channel paper-based electroanalytical platform for multiple myeloma care,Diagnostics / Biomarkers,INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE PENTRU FIZICA MATERIALELOR,Romania,REC,SIGNED,0.0,2022,2024,Not applicable
7611,190185351,Multi-omic data driven drug discovery and indication prioritisation platform in oncology,Oncology,EPIGENE LABS SAS,France,PRC,CLOSED,3565412.5,2022,2024,Not applicable
7612,101063517,Hyperpolarized sensors for probing metabolism in microfluidic organ-on-chip platforms,Oncology,FUNDACIO INSTITUT DE BIOENGINYERIA DE CATALUNYA,Spain,REC,TERMINATED,0.0,2022,2025,Not applicable
7613,190184905,Innovative multifunctional and smart coatings to prevent medical device related infections,MedTech / Medical Device,SPARTHA MEDICAL,France,PRC,SIGNED,3413750.59,2022,2025,Not applicable
7614,190177779,Disruptive and high accuracy test for early colorectal cancer detection in blood,Diagnostics / Biomarkers,ADVANCED MARKER DISCOVERY SL,Spain,PRC,CLOSED,3567954.55,2022,2025,Not applicable
7615,190148437,EDV2209 – a Paradigm shift in the treatment of stroke.,Pharma / Biotech,EDVINCE AKTIEBOLAG,Sweden,PRC,CLOSED,4422831.25,2022,2024,Not applicable
7616,101043985,Paving the way for High-throughput Organoid ENgineering using Integrated acoustiX,Cell / Advanced Therapies,UPPSALA UNIVERSITET,Sweden,HES,SIGNED,2832500.0,2023,2028,Small
7617,190141418,Next generation HPC/QC in silico drug discovery platform for de novo design,Pharma / Biotech,QUBIT PHARMACEUTICALS,France,PRC,CLOSED,4249375.0,2022,2024,Not applicable
7618,190138134,Best-in-class canceR dIaGnostic cHip for patient sTratification.,Diagnostics / Biomarkers,RUBYNANOMED LDA,Portugal,PRC,SIGNED,3568401.25,2022,2025,Not applicable
7619,101081821,Haptic sensing skin for biomedical applications with soft magnetorheological elastomers,Oncology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,CLOSED,0.0,2022,2024,Not applicable
7620,101081736,Chemical Engineering of Natural Killer Cells for Cancer Immunotherapy,Oncology,"USTAV ORGANICKE CHEMIE A BIOCHEMIE, AV CR, V.V.I.",Czechia,REC,CLOSED,0.0,2022,2024,Not applicable
7621,101044387,Understanding the host-environmental interactions across the lifespan determining lung function trajectories and COPD,Diagnostics / Biomarkers,UNIVERSITAT DE BARCELONA,Spain,HES,SIGNED,1998319.0,2022,2027,High
7622,101081690,The development of a predictive biomarker for immunotherapy outcome based on flow cytometry test,Diagnostics / Biomarkers,TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY,Israel,HES,CLOSED,0.0,2022,2024,Not applicable
7623,101079489,"Twinning for Promoting Excellence, Ability and Knowledge to develop novel approaches for targeting inflammatory and degenerative age-related joint diseases",Diagnostics / Biomarkers,VALSTYBINIS MOKSLINIU TYRIMU INSTITUTAS INOVATYVIOS MEDICINOS CENTRAS,Lithuania,REC,SIGNED,1500000.0,2023,2026,Medium
7624,101079425,FROM NEXT GENERATION SEQUENCING MICROORGANISMS TOWARDS ECOFRIENDLY BIOTECH BASED PRODUCTS,Genomics / Molecular Biology,CENTRE DE BIOTECHNOLOGIE DE SFAX - CBS,Tunisia,REC,SIGNED,1467925.0,2022,2026,Medium
7625,101079396,Nurturing Heritage Science with Novel Bioarchaeological Methods in the Eastern Baltics,Genomics / Molecular Biology,TARTU ULIKOOL,Estonia,HES,SIGNED,1333347.5,2023,2026,Medium
7626,101079372,Strengthening excellence for advanced osteosarcoma’s predictive models,Oncology,INSTITUTO POLITECNICO DE LEIRIA,Portugal,HES,SIGNED,1375187.5,2023,2026,Small
7627,101079217,"TWINNING FOR A EUROPEAN CONSORTIUM OF RECTAL CANCER RESEARCH INSTITUTIONS THROUGH STEPPING UP SCIENTIFIC, TECHNOLOGICAL AND INNOVATION EXCELLENCE OF IORS",Diagnostics / Biomarkers,INSTITUT ZA ONKOLOGIJU I RADIOLOGIJU SRBIJE,Serbia,OTH,SIGNED,1500000.0,2022,2025,Not applicable
7628,101063420,Mobility and Life histories in the Alps - Understanding prehistoric social strategies in mountain environment,Genomics / Molecular Biology,UNIVERSITA DEGLI STUDI DI TRENTO,Italy,HES,SIGNED,0.0,2023,2025,Not applicable
7629,101063265,SELECTION VERSUS DRIFT IN THE RISE OF DELETERIOUS MUTATIONS: THE CASE OF FAMILIAL MEDITERRANEAN FEVER,Genomics / Molecular Biology,"THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD, OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN",Ireland,HES,SIGNED,0.0,2023,2024,Not applicable
7630,101063199,Molecular Mechanisms for Host-Mediated Metal Poisoning Detoxification in Mycobacterium tuberculosis,Proteomics / Multi-omics,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,CLOSED,0.0,2022,2024,Not applicable
7631,101063099,Multiscale-Multiphysics Modelling of Ti alloy medical implants based on Additive Manufacturing technology,Pharma / Biotech,FUNDACION IMDEA MATERIALES,Spain,REC,TERMINATED,0.0,2023,2025,Not applicable
7632,101063130,Adipose tissue-Liver Macrophage CrossTalk in NASH and Fibrosis,Diagnostics / Biomarkers,UNIVERSITEIT MAASTRICHT,Netherlands,HES,SIGNED,0.0,2022,2025,Not applicable
7633,101079214,Twinning action for spreading excellence in Artificial Intelligence of Things,Digital Health / Bioinformatics,SVEUCILISTE U ZAGREBU FAKULTET ELEKTROTEHNIKE I RACUNARSTVA,Croatia,HES,SIGNED,1499625.0,2023,2025,Not applicable
7634,101079210,TRAINING IN TRANSLATIONAL PROTOCOLS FOR MINIMAL INVASIVE DIAGNOSIS AND THERAPY IN PANCREATICO-BILIARY CANCERS,Oncology,UNIVERSITATEA DE MEDICINA SI FARMACIE CAROL DAVILA DIN BUCURESTI,Romania,HES,SIGNED,1383723.93,2022,2025,Not applicable
7635,101078393,TWINNING OF MAGNETIC RESONANCE IMAGING RESEARCH INSTITUTES,Oncology,BILKENT UNIVERSITESI VAKIF,Türkiye,HES,SIGNED,1375000.0,2022,2026,Small
7636,101044726,Inexhaustible Spring of Hyperpolarization For Magnetic Resonance,Proteomics / Multi-omics,UNIVERSITE LYON 1 CLAUDE BERNARD,France,HES,SIGNED,2990000.0,2023,2027,High
7637,101044937,Translational Control of Neuronal Fate and Identity,Genomics / Molecular Biology,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE,France,REC,SIGNED,2000000.0,2023,2027,High
7638,101073982,MOBILISE: A novel and green mobile One Health laboratory for (re-)emerging infectious disease outbreaks,Genomics / Molecular Biology,BERNHARD-NOCHT-INSTITUT FUER TROPENMEDIZIN,Germany,REC,SIGNED,4379848.0,2022,2025,Not applicable
